"lncRNAs","GNCoding","Genes","GPCoding","miRNAs"
"ENSG00000205885","C1RL-AS1","ENSG00000165905","LARGE2","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000146374","RSPO3","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000106351","AGFG2","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000159388","BTG2","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000198589","LRBA","hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000109046","WSB1","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000107864","CPEB3","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000073060","SCARB1","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000109654","TRIM2","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000143416","SELENBP1","hsa-miR-16-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000172765","TMCC1","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000153130","SCOC","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000011426","ANLN","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000171388","APLN","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000166292","TMEM100","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000130413","STK33","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000169047","IRS1","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000069702","TGFBR3","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000139112","GABARAPL1","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000054598","FOXC1","hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000109436","TBC1D9","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000104783","KCNN4","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000176697","BDNF","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000144677","CTDSPL","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000148218","ALAD","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000138796","HADH","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000038295","TLL1","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000171105","INSR","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000184254","ALDH1A3","hsa-miR-16-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000087494","PTHLH","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000027869","SH2D2A","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000072071","ADGRL1","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000054967","RELT","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000148842","CNNM2","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000068366","ACSL4","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000185567","AHNAK2","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000174307","PHLDA3","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000108375","RNF43","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000181409","AATK","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000132639","SNAP25","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000070159","PTPN3","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000205885","C1RL-AS1","ENSG00000118971","CCND2","hsa-miR-16-5p,hsa-miR-424-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000179431","FJX1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000088179","PTPN4","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000171522","PTGER4","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-93-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000070087","PFN2","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000146592","CREB5","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000020633","RUNX3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000122644","ARL4A","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000159388","BTG2","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000170525","PFKFB3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000118257","NRP2","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000198815","FOXJ3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000187605","TET3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000158006","PAFAH2","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000153234","NR4A2","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000122877","EGR2","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000198948","MFAP3L","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000105974","CAV1","hsa-miR-17-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000183723","CMTM4","hsa-miR-93-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000180354","MTURN","hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000157240","FZD1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000109189","USP46","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000113971","NPHP3","hsa-miR-106b-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000063438","AHRR","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000135108","FBXO21","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000119508","NR4A3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000182836","PLCXD3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000164691","TAGAP","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000156675","RAB11FIP1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000167695","TLCD3A","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000137642","SORL1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000070159","PTPN3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000006432","MAP3K9","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000006062","MAP3K14","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000126217","MCF2L","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000161048","NAPEPLD","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000188613","NANOS1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000060237","WNK1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000171848","RRM2","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000167106","FAM102A","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000184005","ST6GALNAC3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000109436","TBC1D9","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000115652","UXS1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000087494","PTHLH","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000165449","SLC16A9","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000129521","EGLN3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000152078","TLCD4","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-93-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000175879","HOXD8","hsa-miR-93-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000117616","RSRP1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000139880","CDH24","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000054654","SYNE2","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000112715","VEGFA","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000115232","ITGA4","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000204681","GABBR1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000005469","CROT","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000145390","USP53","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000081026","MAGI3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000197646","PDCD1LG2","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000120889","TNFRSF10B","hsa-miR-93-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000110092","CCND1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000154065","ANKRD29","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000174669","SLC29A2","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000156381","ANKRD9","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000078081","LAMP3","hsa-miR-20a-5p,hsa-miR-106b-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000138796","HADH","hsa-miR-20a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000171208","NETO2","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000153707","PTPRD","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000074527","NTN4","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000149582","TMEM25","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000211584","SLC48A1","hsa-miR-20a-5p,hsa-miR-519d-3p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000144040","SFXN5","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000108352","RAPGEFL1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000102048","ASB9","hsa-miR-17-5p,hsa-miR-93-5p,hsa-miR-106b-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000139329","LUM","hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000196628","TCF4","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000130164","LDLR","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000103241","FOXF1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000187498","COL4A1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000068650","ATP11A","hsa-miR-106b-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000241839","PLEKHO2","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000131018","SYNE1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000121210","TMEM131L","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000103326","CAPN15","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000179241","LDLRAD3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000188042","ARL4C","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000158747","NBL1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000213928","IRF9","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000131080","EDA2R","hsa-miR-106b-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000173110","HSPA6","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000124126","PREX1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000108551","RASD1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000163947","ARHGEF3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000159216","RUNX1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000196632","WNK3","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000196177","ACADSB","hsa-miR-106b-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000152503","TRIM36","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000165029","ABCA1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000101412","E2F1","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000173281","PPP1R3B","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
"ENSG00000224032","EPB41L4A-AS1","ENSG00000166292","TMEM100","hsa-miR-17-5p,hsa-miR-20a-5p,hsa-miR-519d-3p,hsa-miR-93-5p,hsa-miR-106b-5p,hsa-miR-20b-5p,hsa-miR-106a-5p"
