"lncRNAs","GNCoding","Genes","GPCoding","miRNAs"
"ENSG00000245532","NEAT1","ENSG00000015475","BID","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000157514","TSC22D3","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-4429,hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000112992","NNT","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000023902","PLEKHO1","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000159388","BTG2","hsa-let-7i-5p,hsa-let-7e-5p,hsa-miR-124-3p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000131018","SYNE1","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000120875","DUSP4","hsa-miR-320b,hsa-let-7i-5p,hsa-miR-320d,hsa-miR-211-5p,hsa-miR-320c,hsa-let-7e-5p,hsa-let-7g-5p,hsa-miR-320a,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000143622","RIT1","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-4429,hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000128606","LRRC17","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000181026","AEN","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000014914","MTMR11","hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000163430","FSTL1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000108375","RNF43","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000006432","MAP3K9","hsa-miR-370-3p"
"ENSG00000245532","NEAT1","ENSG00000175198","PCCA","hsa-miR-342-3p"
"ENSG00000245532","NEAT1","ENSG00000147454","SLC25A37","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262"
"ENSG00000245532","NEAT1","ENSG00000140945","CDH13","hsa-miR-377-3p"
"ENSG00000245532","NEAT1","ENSG00000038427","VCAN","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262"
"ENSG00000245532","NEAT1","ENSG00000134243","SORT1","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-211-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000128567","PODXL","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262,hsa-miR-339-5p"
"ENSG00000245532","NEAT1","ENSG00000151623","NR3C2","hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000143061","IGSF3","hsa-let-7g-5p"
"ENSG00000245532","NEAT1","ENSG00000136828","RALGPS1","hsa-let-7i-5p,hsa-let-7e-5p,hsa-miR-124-3p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000026025","VIM","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-124-3p,hsa-miR-320a,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000156675","RAB11FIP1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000117280","RAB29","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000026103","FAS","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000182963","GJC1","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000167695","TLCD3A","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000133134","BEX2","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000001617","SEMA3F","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000104611","SH2D4A","hsa-miR-377-3p"
"ENSG00000245532","NEAT1","ENSG00000117479","SLC19A2","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-211-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000106078","COBL","hsa-miR-329-3p"
"ENSG00000245532","NEAT1","ENSG00000151012","SLC7A11","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000013441","CLK1","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000060982","BCAT1","hsa-let-7i-5p,hsa-let-7e-5p,hsa-miR-124-3p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000074527","NTN4","hsa-miR-329-3p"
"ENSG00000245532","NEAT1","ENSG00000171766","GATM","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-let-7i-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000173402","DAG1","hsa-miR-320b,hsa-miR-320d,hsa-miR-211-5p,hsa-miR-320c,hsa-miR-320a,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000116128","BCL9","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-211-5p,hsa-miR-181c-5p,hsa-miR-4262,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000164379","FOXQ1","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-4429,hsa-miR-124-3p,hsa-miR-320a,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000128791","TWSG1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000188167","TMPPE","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000139436","GIT2","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000131979","GCH1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000063438","AHRR","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000105643","ARRDC2","hsa-miR-370-3p"
"ENSG00000245532","NEAT1","ENSG00000116852","KIF21B","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000146085","MMUT","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000138346","DNA2","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000130635","COL5A1","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000072682","P4HA2","hsa-miR-342-3p,hsa-miR-124-3p"
"ENSG00000245532","NEAT1","ENSG00000057657","PRDM1","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-let-7i-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-miR-320a,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000105971","CAV2","hsa-miR-339-5p"
"ENSG00000245532","NEAT1","ENSG00000114529","C3orf52","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000138759","FRAS1","hsa-let-7i-5p,hsa-miR-211-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-miR-204-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000134215","VAV3","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000149150","SLC43A1","hsa-miR-211-5p,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000066382","MPPED2","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000117091","CD48","hsa-miR-181b-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000102007","PLP2","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000144354","CDCA7","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-124-3p,hsa-miR-320a,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000143153","ATP1B1","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262"
"ENSG00000245532","NEAT1","ENSG00000165072","MAMDC2","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262"
"ENSG00000245532","NEAT1","ENSG00000168672","LRATD2","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000122884","P4HA1","hsa-miR-370-3p,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000135540","NHSL1","hsa-miR-329-3p,hsa-miR-362-3p"
"ENSG00000245532","NEAT1","ENSG00000107742","SPOCK2","hsa-miR-377-3p"
"ENSG00000245532","NEAT1","ENSG00000106070","GRB10","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262"
"ENSG00000245532","NEAT1","ENSG00000074696","HACD3","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000060237","WNK1","hsa-miR-320b,hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-320d,hsa-miR-320c,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4429,hsa-miR-4262,hsa-miR-124-3p,hsa-miR-320a,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000150893","FREM2","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000165359","INTS6L","hsa-let-7i-5p,hsa-let-7e-5p,hsa-miR-124-3p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000115935","WIPF1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000081923","ATP8B1","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-211-5p,hsa-miR-181c-5p,hsa-miR-4262,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000131188","PRR7","hsa-miR-329-3p"
"ENSG00000245532","NEAT1","ENSG00000173281","PPP1R3B","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000156453","PCDH1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000076706","MCAM","hsa-miR-329-3p,hsa-miR-362-3p"
"ENSG00000245532","NEAT1","ENSG00000213047","DENND1B","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000068650","ATP11A","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-4429,hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000106366","SERPINE1","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000119408","NEK6","hsa-miR-211-5p,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000130508","PXDN","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000138650","PCDH10","hsa-miR-377-3p"
"ENSG00000245532","NEAT1","ENSG00000165655","ZNF503","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000106462","EZH2","hsa-let-7i-5p,hsa-let-7e-5p,hsa-miR-124-3p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000148842","CNNM2","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000101255","TRIB3","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000064932","SBNO2","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000136111","TBC1D4","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262"
"ENSG00000245532","NEAT1","ENSG00000145555","MYO10","hsa-miR-320b,hsa-miR-320d,hsa-miR-211-5p,hsa-miR-320c,hsa-miR-4429,hsa-miR-124-3p,hsa-miR-320a,hsa-miR-204-5p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000126353","CCR7","hsa-miR-320b,hsa-let-7i-5p,hsa-miR-320d,hsa-miR-320c,hsa-let-7e-5p,hsa-let-7g-5p,hsa-miR-320a,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000103742","IGDCC4","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000132326","PER2","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000145632","PLK2","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-4429,hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000130821","SLC6A8","hsa-miR-320b,hsa-miR-320d,hsa-miR-342-3p,hsa-miR-320c,hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000136167","LCP1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000115604","IL18R1","hsa-miR-377-3p"
"ENSG00000245532","NEAT1","ENSG00000132334","PTPRE","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000174032","SLC25A30","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000126821","SGPP1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000205268","PDE7A","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000140464","PML","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000180354","MTURN","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262"
"ENSG00000245532","NEAT1","ENSG00000120068","HOXB8","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-4262"
"ENSG00000245532","NEAT1","ENSG00000215440","NPEPL1","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000174514","MFSD4A","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000150054","MPP7","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000177570","SAMD12","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-4262"
"ENSG00000245532","NEAT1","ENSG00000145020","AMT","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000071054","MAP4K4","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-let-7i-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-let-7e-5p,hsa-miR-4262,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000186951","PPARA","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-let-7i-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-let-7e-5p,hsa-miR-4262,hsa-miR-124-3p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000132639","SNAP25","hsa-miR-342-3p"
"ENSG00000245532","NEAT1","ENSG00000072071","ADGRL1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000112319","EYA4","hsa-miR-320b,hsa-miR-320d,hsa-miR-377-3p,hsa-miR-324-5p,hsa-miR-320c,hsa-miR-4429,hsa-miR-124-3p,hsa-miR-320a,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000145990","GFOD1","hsa-let-7e-5p"
"ENSG00000245532","NEAT1","ENSG00000134954","ETS1","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-124-3p,hsa-let-7f-5p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000028137","TNFRSF1B","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000054598","FOXC1","hsa-miR-320b,hsa-miR-320d,hsa-miR-211-5p,hsa-miR-320c,hsa-miR-320a,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000109046","WSB1","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262"
"ENSG00000245532","NEAT1","ENSG00000245848","CEBPA","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000127955","GNAI1","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-4429,hsa-miR-124-3p,hsa-miR-320a,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000115112","TFCP2L1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000151136","BTBD11","hsa-miR-324-5p"
"ENSG00000245532","NEAT1","ENSG00000099194","SCD","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-let-7i-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-let-7e-5p,hsa-miR-124-3p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000125657","TNFSF9","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000196975","ANXA4","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000121966","CXCR4","hsa-miR-211-5p,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000109189","USP46","hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000116962","NID1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000146094","DOK3","hsa-let-7e-5p"
"ENSG00000245532","NEAT1","ENSG00000163694","RBM47","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-377-3p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262,hsa-miR-124-3p"
"ENSG00000245532","NEAT1","ENSG00000144040","SFXN5","hsa-miR-377-3p"
"ENSG00000245532","NEAT1","ENSG00000137642","SORL1","hsa-miR-342-3p"
"ENSG00000245532","NEAT1","ENSG00000167552","TUBA1A","hsa-miR-339-5p"
"ENSG00000245532","NEAT1","ENSG00000142677","IL22RA1","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p"
"ENSG00000245532","NEAT1","ENSG00000073792","IGF2BP2","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-let-7i-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262,hsa-let-7g-5p"
"ENSG00000245532","NEAT1","ENSG00000122861","PLAU","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000146592","CREB5","hsa-miR-211-5p,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000122877","EGR2","hsa-miR-377-3p,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000163947","ARHGEF3","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000113108","APBB3","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000164056","SPRY1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000134259","NGF","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000105976","MET","hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000187678","SPRY4","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262"
"ENSG00000245532","NEAT1","ENSG00000081181","ARG2","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000138796","HADH","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000000938","FGR","hsa-let-7e-5p"
"ENSG00000245532","NEAT1","ENSG00000180447","GAS1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000164142","FHIP1A","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000175906","ARL4D","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000109654","TRIM2","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4262"
"ENSG00000245532","NEAT1","ENSG00000109738","GLRB","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000147853","AK3","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000183049","CAMK1D","hsa-miR-329-3p,hsa-miR-362-3p"
"ENSG00000245532","NEAT1","ENSG00000164292","RHOBTB3","hsa-miR-320b,hsa-miR-320d,hsa-miR-211-5p,hsa-miR-320c,hsa-miR-320a,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000104881","PPP1R13L","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000100526","CDKN3","hsa-miR-181b-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000138411","HECW2","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000152782","PANK1","hsa-miR-211-5p,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000109854","HTATIP2","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000159216","RUNX1","hsa-miR-320b,hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-320d,hsa-miR-320c,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4429,hsa-miR-4262,hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000151090","THRB","hsa-miR-329-3p,hsa-miR-362-3p"
"ENSG00000245532","NEAT1","ENSG00000183496","MEX3B","hsa-miR-320b,hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-320d,hsa-miR-320c,hsa-miR-181c-5p,hsa-miR-181d-5p,hsa-miR-4429,hsa-miR-4262,hsa-miR-320a"
"ENSG00000245532","NEAT1","ENSG00000110092","CCND1","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000163644","PPM1K","hsa-miR-211-5p,hsa-miR-204-5p"
"ENSG00000245532","NEAT1","ENSG00000078098","FAP","hsa-miR-211-5p"
"ENSG00000245532","NEAT1","ENSG00000135074","ADAM19","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000123700","KCNJ2","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000245532","NEAT1","ENSG00000078401","EDN1","hsa-let-7i-5p,hsa-let-7e-5p,hsa-let-7g-5p,hsa-let-7f-5p,hsa-miR-98-5p"
"ENSG00000245532","NEAT1","ENSG00000101265","RASSF2","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
"ENSG00000245532","NEAT1","ENSG00000163013","FBXO41","hsa-miR-181b-5p,hsa-miR-181a-5p,hsa-miR-181c-5p,hsa-miR-181d-5p"
